键值(key),翻译(msgstr)
IDS_PBSB210_FULL,圣文森特
IDS_PBSB210_NUMBER,0
IDS_PBSB210_YEAR,1920
IDS_PBSB503,无畏
IDS_PBSB503_DESCR,在世纪之交，用新舰级的战列舰代替这艘经典中队战列舰的想法诞生了。维托里奥·库尼贝尔蒂（V. Cuniberti）构想的英国海军的理想战舰配备305毫米火炮。1902年，仅配备大口径火炮的战舰概念出现。配备5座双联装主炮塔的项目H被作为新的基础。HMS无畏号预示着海军史新时代的开始。它在1907年至1912年间担任本土舰队的旗舰，1912年至1916年间担任第四战列舰中队的旗舰。1915年，这艘战舰成功撞上并击沉一艘U-29号潜艇。
IDS_PBSB503_FULL,无畏
IDS_PBSB503_NUMBER,1
IDS_PBSB503_YEAR,1906
IDS_PBSB505,阿金库尔
IDS_PBSB505_DESCR,巴西无畏舰里约热内卢号于1911年在埃尔斯威克铺设龙骨，但由于经济形势恶化，巴西取消了建造。奥斯曼帝国买下了这艘战舰——它本应该以苏丹奥斯曼一世之名成为土耳其舰队的一员。但在一战爆发期间，里约热内卢号被英国政府“租用”，并作为HMS阿金库尔号服役。1916年，这艘战舰参加了日德兰海战并成功多次击中德国战舰。
IDS_PBSB505_FULL,阿金库尔
IDS_PBSB505_NUMBER,1
IDS_PBSB505_YEAR,1914
IDS_PBSB507,胡德
IDS_PBSB507_DESCR,1915年，当局着手开发具备更强续航能力的新型战列巡洋舰，以部署在北海。3艘英国巡洋舰在日德兰海战中被击沉后，该项目针对装甲进行了加强。胡德号于1920年5月加入大西洋舰队，成为世界上最强大的战舰。二战期间，它是H舰队在直布罗陀时的旗舰。1940年至1941年间，该战舰在大西洋执行巡逻任务，并护送船团。1941年5月24日，胡德号与俾斯麦号和欧根亲王号交战时遭到猛烈的炮击，并在弹药库爆炸后沉没。
IDS_PBSB507_FULL,胡德
IDS_PBSB507_NUMBER,1
IDS_PBSB507_YEAR,1920
IDS_PBSB508,前卫
IDS_PBSB508_DESCR,出于对现代战列舰的迫切需求，英国重启了狮级战列舰的建造。1941年初，配备381毫米火炮的项目15E完成。同年10月，名为前卫号的战列舰铺设龙骨。它于1946年才开始服役，是全世界最后建造的战列舰。在整个服役期间，该战舰被用于外事访问和演习。
IDS_PBSB508_FULL,前卫
IDS_PBSB508_NUMBER,1
IDS_PBSB508_YEAR,1946
IDS_PBSB509,马尔博罗
IDS_PBSB509_DESCR,作为设计狮级战列舰的基础，项目14B/38是其中一个选项。它装备置于4座炮塔中的16门356毫米火炮，是以防406毫米新型火炮的成效不佳而研制的。采用356毫米火炮本可以加快狮级战列舰的建造，但这个想法未能落实。
IDS_PBSB509_FULL,马尔博罗
IDS_PBSB509_NUMBER,1
IDS_PBSB509_YEAR,1947
IDS_PBSB510,雷神
IDS_PBSB510_DESCR,前卫号铺设龙骨后，英国战列舰朝着更大尺寸的方向发展。其中一个选项是装备457毫米火炮的项目。此种火炮是一战后为战列舰项目N和战列巡洋舰项目G研制的。
IDS_PBSB510_FULL,雷神
IDS_PBSB510_NUMBER,1
IDS_PBSB510_YEAR,1949
IDS_PBSB517,纳尔逊
IDS_PBSB517_DESCR,在“战列舰假日”期间，签署1922年《华盛顿海军条约》的国家被禁止建造新的战列舰。然而，因美国和日本各有两艘这样的战舰，英国也能建造两艘。HMS纳尔逊号于1927年作为大西洋舰队的旗舰服役。二战期间，它参加了巡逻任务和搜索行动，以及追击俾斯麦号。1941年，它被调往地中海，护送马耳他船团，并掩护盟军在北非、西西里岛和后来的诺曼底登陆。
IDS_PBSB517_FULL,纳尔逊
IDS_PBSB517_NUMBER,2
IDS_PBSB517_YEAR,1927
IDS_PBSB526,反击
IDS_PBSB526_DESCR,声望级第二艘战舰HMS反击号于1915年铺设龙骨，1916年服役。它参加了第二次黑尔戈兰湾海战。在1923年至1924年间，该战舰参加了帝国巡游，并在西班牙内战期间保护国际航线。在二战开始时，它参与追击俾斯麦号和挪威战役。1941年，该战舰加入Z舰队，该舰队旨在遏制日本在远东的侵略。1941年12月10日，反击号在南中国海被日本飞机击沉。
IDS_PBSB526_FULL,反击
IDS_PBSB526_NUMBER,2
IDS_PBSB526_YEAR,1916
IDS_PBSB527,约克公爵
IDS_PBSB527_DESCR,第三艘英王乔治五世级战列舰——HMS约克公爵号于1937年在克莱德班克铺设龙骨，1941年11月服役。该战舰参与护航船团，并于1942年掩护盟军在北非登陆。1943年12月26日，它击沉了德国战列舰沙恩霍斯特号。之后经过彻底检修的它在1947年至1949年间成为太平洋舰队和本土舰队的旗舰。
IDS_PBSB527_FULL,约克公爵
IDS_PBSB527_NUMBER,5
IDS_PBSB527_YEAR,1941
IDS_PBSB536,反击B
IDS_PBSB536_DESCR,声望级第二艘战舰HMS反击号于1915年铺设龙骨，1916年服役。它参加了第二次黑尔戈兰湾海战。在1923年至1924年间，该战舰参加了帝国巡游，并在西班牙内战期间保护国际航线。在二战开始时，它参与追击俾斯麦号和挪威战役。1941年，该战舰加入Z舰队，该舰队旨在遏制日本在远东的侵略。1941年12月10日，反击号在南中国海被日本飞机击沉。
IDS_PBSB536_FULL,反击B
IDS_PBSB536_NUMBER,2
IDS_PBSB536_YEAR,1916
IDS_PBSB537,科林伍德
IDS_PBSB537_DESCR,1920年，英国工程师曾考虑过为战列巡洋舰项目G3配备419毫米火炮，用装有419毫米火炮的双联装炮塔取代装有406毫米火炮的三联装炮塔；然而，在“战列舰假日”期间建造战列舰的限制导致该项目被取消。
IDS_PBSB537_FULL,科林伍德
IDS_PBSB537_NUMBER,1
IDS_PBSB537_YEAR,1942
IDS_PBSB547,声望44
IDS_PBSB547_DESCR,HMS声望号于1915年铺设龙骨，1916年9月开始服役。该战舰未能参加一战。它在两次世界大战之间经历了升级。在二战期间，声望号参加了对德国破袭舰海军上将施佩伯爵号和俾斯麦号的追击，以及挪威战役。它作为H舰队的一员护送马耳他船团并承担外交事务。1944年，它被移交给东方舰队，并参加了二战的最后阶段。
IDS_PBSB547_FULL,声望44
IDS_PBSB547_NUMBER,2
IDS_PBSB547_YEAR,1916
IDS_PBSB609,猩红雷霆
IDS_PBSB609_DESCR,战舰猩红雷霆号具有复古未来主义的设计风格，是体现最新技术发展的工程奇迹。
IDS_PBSB609_FULL,猩红雷霆
IDS_PBSB609_NUMBER,2
IDS_PBSB609_YEAR,1949
IDS_PBSB610,无比
IDS_PBSB610_DESCR,当海军上将费舍尔在1915年重新出任第一海务大臣时，英国海军高层面临着在德国波罗的海沿岸登陆的问题。原定俄罗斯军队掩护这次行动，而这就需要拥有最大火炮的战舰。轻型战列巡洋舰勇敢号、暴怒号和光荣号正是在这一理念下建造的，而配备世界上最大的508毫米火炮的无比号则代表了该理念的进一步发展。
IDS_PBSB610_FULL,无比
IDS_PBSB610_NUMBER,1
IDS_PBSB610_YEAR,1915
IDS_PBSB708,威尔士亲王
IDS_PBSB708_DESCR,英王乔治五世级的二号舰威尔士亲王号尽管服役生涯短暂，但仍参与了数场重要海战。1941年5月丹麦海峡海战中，其主炮命中迫使德国战列舰俾斯麦号中止其大西洋突袭行动。同年稍晚，威尔士亲王号与HMS反击号被派往太平洋，两艘战舰皆于1941年12月10日的一场大规模空袭中遭日本飞机击沉。
IDS_PBSB708_FULL,威尔士亲王
IDS_PBSB708_NUMBER,5
IDS_PBSB708_YEAR,1941
IDS_PBSB717,罗德尼
IDS_PBSB717_DESCR,罗德尼号是战间期英国海军最强大的战舰之一，具有独特布局，全部三座主炮塔都集中在舰首。该战列舰的服役生涯相当丰富：它在二战期间参加了在大西洋、北极、北海和地中海的军事行动。罗德尼号在1941年5月击沉战列舰俾斯麦号的行动中发挥了重要作用，并为盟军在1944年6月成功登陆诺曼底做出了重大贡献。
IDS_PBSB717_FULL,罗德尼
IDS_PBSB717_NUMBER,2
IDS_PBSB717_YEAR,1927
IDS_PBSB727,勃朗特公爵
IDS_PBSB727_DESCR,采用非常规布局的战列舰，其设计符合《华盛顿海军条约》的规定。它装备406毫米主炮，置于三座集中在舰首的炮塔中。该战舰的装甲采用“全有或全无”方案，为战舰的重要部位提供最大程度的防护，而其他部位则是最小程度的防护。
IDS_PBSB727_FULL,勃朗特公爵
IDS_PBSB727_NUMBER,1
IDS_PBSB727_YEAR,1927
IDS_PBSB737,君权
IDS_PBSB737_DESCR,复仇级战列舰，作为伊丽莎白女王级的低速版建造，配备功率较低的动力装置——因此生产成本较低。君权号在一战白热化阶段开始服役，但没有参与作战。二战期间，该战列舰在大西洋保护船团，并在地中海和印度洋活动。从1944年到1949年，君权号以阿尔汉格尔斯克号的名义在苏联海军服役，之后被归还英国并拆解。
IDS_PBSB737_FULL,君权
IDS_PBSB737_NUMBER,5
IDS_PBSB737_YEAR,1916
IDS_PBSB747,达奴
IDS_PBSB747_DESCR,此战舰的外观灵感源自爱尔兰的象征与传统。
IDS_PBSB747_FULL,达奴
IDS_PBSB747_NUMBER,5
IDS_PBSB747_YEAR,1941
IDS_PBSB810,坎伯兰
IDS_PBSB810_DESCR,测试战舰。
IDS_PBSB810_FULL,坎伯兰
IDS_PBSB810_NUMBER,1
IDS_PBSB810_YEAR,1947
IDS_PBSB910,[征服者]
IDS_PBSB910_DESCR,这艘战舰是征服者号的复制并且仅适用于军团战
IDS_PBSB910_FULL,[征服者]
IDS_PBSB910_NUMBER,1
IDS_PBSB910_YEAR,1949
IDS_PBSB911,征服者
IDS_PBSB911_DESCR,在战列舰前卫号铺设龙骨后，当局计划以增加尺寸的方式开发英国战列舰，同时保持其前身的布局设计。其中一个方案是改用三联装炮塔，并将口径增加到419毫米。
IDS_PBSB911_FULL,征服者
IDS_PBSB911_NUMBER,1
IDS_PBSB911_YEAR,1949
IDS_PBSB920,征服者CLR
IDS_PBSB920_DESCR,在战列舰前卫号铺设龙骨后，当局计划以增加尺寸的方式开发英国战列舰，同时保持其前身的布局设计。其中一个方案是改用三联装炮塔，并将口径增加到419毫米。
IDS_PBSB920_FULL,征服者CLR
IDS_PBSB920_NUMBER,1
IDS_PBSB920_YEAR,1949
IDS_PBSB998,圣劳伦斯
IDS_PBSB998_DESCR,测试战舰。
IDS_PBSB998_FULL,圣劳伦斯
IDS_PBSB998_NUMBER,1
IDS_PBSB998_YEAR,1920
IDS_PBSC020,蒙茅斯
IDS_PBSC020_DESCR,"该假想设计体现了基于战后现实的重型巡洋舰理念，配备234毫米主炮。1938年，海军部曾考虑过这样的项目——排水量超过20,000吨，采用非常规的四联装炮塔布局，但没有后续进展。"
IDS_PBSC020_FULL,蒙茅斯
IDS_PBSC020_NUMBER,1
IDS_PBSC020_YEAR,1947
IDS_PBSC101,黑天鹅
IDS_PBSC101_DESCR,在20世纪30年代，英国建造了多个系列的现代化单桅帆船，以取代需求量极大的花级护卫舰。首舰于1940年服役。在二战期间，它护送船团、追击潜艇，并掩护盟军在北非登陆。1949年，黑天鹅号在紫石英号事件中被中国大炮损坏。朝鲜战争是它的最后一场战役，它在注文津港海战中与北朝鲜的鱼雷艇交战。
IDS_PBSC101_FULL,黑天鹅
IDS_PBSC101_NUMBER,39
IDS_PBSC101_YEAR,1940
IDS_PBSC102,韦茅斯
IDS_PBSC102_DESCR,到20世纪10年代末，英国海军建造的巡洋舰无论是否符合原先的用途，都被派去侦察和中队巡逻。1909年，他们恢复了一等巡洋舰的建造。坚固而快速的韦茅斯级战舰获得了英国水手的青睐。HMS韦茅斯号于1911年服役，参加了对德国破袭舰埃姆登号和柯尼斯堡号的追击。1916年至1917年间，它在亚得里亚海和英国水域行动。
IDS_PBSC102_FULL,韦茅斯
IDS_PBSC102_NUMBER,4
IDS_PBSC102_YEAR,1911
IDS_PBSC103,卡利登
IDS_PBSC103_DESCR,1911年，对能够在北海保持高航速的“舰队侦察舰”的要求形成。卡利登级建于1916年至1917年之间，借鉴了军事经验。它的特点是更长的艏楼和鱼雷发射管的位置。1917年服役后，HMS卡利登号随英国舰队介入波罗的海。这艘战舰在1926年之前是大西洋舰队的一员，并于1927年至1931年间在地中海舰队服役。1933年，它进入预备役，但随着二战的爆发而恢复为现役。
IDS_PBSC103_FULL,卡利登
IDS_PBSC103_NUMBER,4
IDS_PBSC103_YEAR,1917
IDS_PBSC104,达娜厄
IDS_PBSC104_DESCR,到1916年，升级后的刻瑞斯号项目出炉：该战舰的尺寸增加，可加装额外一门火炮，并改用三联装鱼雷发射管。该级的第一艘战舰HMS达娜厄号于1918年6月服役。1919年，它随英国舰队介入波罗的海。1940年至1942年间，该战舰在远东行动。1943年经历修理后，它返回英国，随后支援盟军在诺曼底登陆。1944年，达娜厄号被移交给波兰海军，并更名为康拉德号。
IDS_PBSC104_FULL,达娜厄
IDS_PBSC104_NUMBER,8
IDS_PBSC104_YEAR,1918
IDS_PBSC105,翡翠
IDS_PBSC105_DESCR,项目E是英国轻型巡洋舰的进一步发展，采用了功率较高的引擎来提高航速。该级首艘巡洋舰HMS翡翠号于1918年铺设龙骨，并直到1926年才开始服役。在两次世界大战之间，它在东印度群岛和中国舰队行动。该舰在1939年至1940年间护送哈利法克斯的船团，并于1942年成为东方舰队的旗舰。在1942年和1943年经历维修后，它参加了盟军在诺曼底的登陆，后来被重新归类为靶舰。
IDS_PBSC105_FULL,翡翠
IDS_PBSC105_NUMBER,2
IDS_PBSC105_YEAR,1926
IDS_PBSC106,利安得
IDS_PBSC106_DESCR,1928年，当局着手开发与舰队协同行动的侦察巡洋舰。该战舰的任务是率领驱逐舰和保护海上通讯。HMS利安得号于1930年铺设龙骨，1933年3月作为新西兰分队的一员开始服役。在二战期间，利安得号在太平洋和印度洋拦截敌方战舰，还在叙利亚-黎巴嫩战争期间在地中海行动。这艘巡洋舰在1943年的科隆班加拉岛海战中被鱼雷击中，随后一直处于修理状态，直到战争结束。
IDS_PBSC106_FULL,利安得
IDS_PBSC106_NUMBER,5
IDS_PBSC106_YEAR,1933
IDS_PBSC107,斐济
IDS_PBSC107_DESCR,英国海军需要轻型巡洋舰，因此重新调整了城级。该项目的首艘巡洋舰HMS斐济号于1940年服役。在它的第一次行动中，这艘战舰被德国潜艇的鱼雷击中，随后被送去修理。1941年，它被移交给在直布罗陀的H舰队，之后到地中海舰队。1941年5月，它帮助保卫克里特岛免遭德军登陆。5月22日，斐济号被两架德国轰炸机击沉。
IDS_PBSC107_FULL,斐济
IDS_PBSC107_NUMBER,11
IDS_PBSC107_YEAR,1940
IDS_PBSC108,爱丁堡
IDS_PBSC108_DESCR,1933年8月，鉴于日本建造了最上级战舰，当局着手开发搭载4座三联装主炮塔的轻型巡洋舰项目。根据1936年的计划建造了两艘巡洋舰。HMS爱丁堡号于1939年服役，并护送船团，还参加了罗弗敦群岛的突袭和俾斯麦号的追击。1942年4月20日，爱丁堡号为租借法案运送2000万美元时遭到两枚鱼雷命中。这艘战舰在被拖往摩尔曼斯克时遭到袭击。它本能击沉一艘德国驱逐舰，但最终被摧毁。
IDS_PBSC108_FULL,爱丁堡
IDS_PBSC108_NUMBER,2
IDS_PBSC108_YEAR,1939
IDS_PBSC109,涅普顿
IDS_PBSC109_DESCR,新一代轻型巡洋舰的工作始于1944年2月。设计师以爱丁堡级和美国克利夫兰级巡洋舰为基础。初稿设计于3月完成；开发成果是项目Y。该系列的首舰被命名为涅普顿号。然而，在美国建造的伍斯特级巡洋舰表明火炮仰角较大的轻型巡洋舰不再被视为尖端产物，因此英国设计师重新开始寻找新的解决方案。
IDS_PBSC109_FULL,涅普顿
IDS_PBSC109_NUMBER,0
IDS_PBSC109_YEAR,1944
IDS_PBSC110,米诺陶
IDS_PBSC110_DESCR,一艘轻型巡洋舰的设计过程在1946年继续进行，这促使配备152毫米两用双联装炮座的项目出炉。新项目原定搭载4或5座这样的炮座，而不是4座三联装炮座。5座炮塔的终稿在1947年提出；它在战斗特性上与美国伍斯特级巡洋舰相似。该级巡洋舰系列共6艘，首舰被命名为米诺陶号；然而，由于财务问题和对航空母舰的优先考虑，该项目进行了修改。
IDS_PBSC110_FULL,米诺陶
IDS_PBSC110_NUMBER,0
IDS_PBSC110_YEAR,1947
IDS_PBSC111,埃德加
IDS_PBSC111_DESCR,在推进米诺陶级项目时，英国工程师受到1945年铺设龙骨的美国伍斯特级巡洋舰的启发。首舰于1948年服役后，有人提议将炮塔的数量增加到6座；然而，由于改动后的开发时间也相应增加，因此该想法未予采纳。
IDS_PBSC111_FULL,埃德加
IDS_PBSC111_NUMBER,0
IDS_PBSC111_YEAR,1975
IDS_PBSC205,霍金斯
IDS_PBSC205_DESCR,为了应对德国轻型巡洋舰（海上破袭者），基于城级战舰的反破袭舰项目出现。鉴于对远射程、高射速火炮的需求，该战舰统一配备了190毫米火炮。HMS霍金斯号于1916年6月铺设龙骨，1919年服役。1920年至1928年间，它作为中国舰队第五轻型巡洋舰中队的旗舰行动。1928年至1929年间，该战舰驻扎在大西洋和印度洋。在二战期间，该巡洋舰被部署在第二战区——加勒比、非洲和印度。
IDS_PBSC205_FULL,霍金斯
IDS_PBSC205_NUMBER,5
IDS_PBSC205_YEAR,1919
IDS_PBSC206,德文郡
IDS_PBSC206_DESCR,为了开发保护贸易航线的巡洋舰，5个项目于1923年出炉。根据被采纳的项目建造的所有战舰几乎没有任何装甲。因此，一些巡洋舰在1936年至1941年间加装了完整的装甲带。HMS德文郡号于1926年铺设龙骨。随着二战的爆发，它在本土舰队服役，参加了对德国破袭舰的追捕，并在挪威战役中保护挪威国王撤离。1942年，该舰掩护盟军在马达加斯加登陆，后来护送船团前往澳大利亚。
IDS_PBSC206_FULL,德文郡
IDS_PBSC206_NUMBER,4
IDS_PBSC206_YEAR,1929
IDS_PBSC207,萨里
IDS_PBSC207_DESCR,名为萨里号的巡洋舰最初应该是第三艘诺福克级战舰。但原将根据1928年计划建造的第四个系列的巡洋舰最终获得了这个名字。与它们的前身不同，这些战舰有不错的装甲带，且本应该在1932年服役。在伦敦海军会议召开之前，由于英国海军优先事项的变化，战舰的建造被暂停，随后取消。
IDS_PBSC207_FULL,萨里
IDS_PBSC207_NUMBER,1
IDS_PBSC207_YEAR,1929
IDS_PBSC208,阿尔伯马尔
IDS_PBSC208_DESCR,"1939年底，英国海军造船办公室着重开发配备203毫米火炮的巡洋舰。1940年，多个基于爱丁堡级的巡洋舰方案出炉。其中在尺寸和作战水平方面最高的是排水量为15,500吨的巡洋舰方案，配备3座三联装炮塔，装有203毫米火炮。根据计划，该级战舰将于1944年服役；然而，海军部对其低航速感到不满，决定放弃该项目，转而大规模建造轻型巡洋舰。"
IDS_PBSC208_FULL,阿尔伯马尔
IDS_PBSC208_NUMBER,1
IDS_PBSC208_YEAR,1940
IDS_PBSC209,德雷克
IDS_PBSC209_DESCR,"二战开始后，温斯顿·丘吉尔（Winston Churchill）下令开发一艘配备234毫米火炮的新式重型巡洋舰。有人提出装备3座三联装炮塔的21,500吨巡洋舰方案。但由于英国当时亟需大量战舰（就算战舰的作战能力较差也无妨），导致该项目被推迟。"
IDS_PBSC209_FULL,德雷克
IDS_PBSC209_NUMBER,1
IDS_PBSC209_YEAR,1939
IDS_PBSC210,哥利亚
IDS_PBSC210_DESCR,"第二次《伦敦海军条约》失效后，面对德国和日本正在建造超出《华盛顿条约》规定的重型巡洋舰，英国海军部再次着手设计该类巡洋舰。1938年，排水量为20,000吨并配备9门或12门203-234毫米火炮的战舰项目出炉。不过当局认为该战舰造价高昂，因此该项目遭到搁置。"
IDS_PBSC210_FULL,哥利亚
IDS_PBSC210_NUMBER,1
IDS_PBSC210_YEAR,1949
IDS_PBSC505,埃克塞特
IDS_PBSC505_DESCR,"1926年和1927年的计划包括建造4艘10,000吨的巡洋舰，但为了节省预算，当局决定建造吨位较小的巡洋舰。HMS埃克塞特号于1931年7月服役。在两次世界大战之间，它在大西洋和地中海舰队服役，以及在西印度群岛行动。二战开始时，这艘巡洋舰参加了对德国破袭舰的追捕。1939年，它在拉普拉塔附近作战。1942年2月27日，在爪哇海展开第一场战斗时，HMS埃克塞特号受到日本巡洋舰的炮击而受损。它在第二场战斗中沉没。"
IDS_PBSC505_FULL,埃克塞特
IDS_PBSC505_NUMBER,2
IDS_PBSC505_YEAR,1931
IDS_PBSC507,贝尔法斯特
IDS_PBSC507_DESCR,HMS贝尔法斯特号是第二艘爱丁堡级战舰，于1936年铺设龙骨，1939年服役。在二战开始时，该巡洋舰撞上了一枚水雷，因此不得不修理到1942年11月。1943年，它护送北方船团，并在北角海战中参与击沉沙恩霍斯特号。1944年，它掩护盟军在诺曼底登陆。在1950年至1952年间，这艘巡洋舰参加了朝鲜战争。自1978年以来，贝尔法斯特号被用作帝国战争博物馆的分馆，位于泰晤士河的伦敦塔桥附近。
